Column1,Column2,Column3,Column4,Column5,Column6
N_sample,X,Y,Z,ID,label
1,95,120,875,18,none
2,94,79,1030,18,none
3,116,95,954,18,none
4,234,88,979,18,none
5,213,76,975,18,none
6,158,72,866,18,none
7,130,24,1010,18,none
8,89,27,888,18,none
9,79,-93,1131,18,none
10,-19,-81,972,18,none
11,80,17,1014,18,none
12,1,42,939,18,none
13,61,87,970,18,none
14,-82,77,825,18,none
15,8,47,977,18,none
16,76,17,859,18,none
17,4,-112,935,18,none
18,22,-144,1013,18,none
19,-10,-104,1008,18,none
20,75,-41,917,18,none
21,198,1,998,18,none
22,121,-29,905,18,none
23,-24,-99,1013,18,none
24,-134,-105,1066,18,none
25,69,-3,1045,18,none
1,-41,-85,970,19,none
2,-64,-145,1077,19,none
3,-3,-136,1002,19,none
4,17,-58,956,19,none
5,183,4,887,19,none
6,344,16,991,19,none
7,187,16,959,19,none
8,-117,-25,923,19,none
9,-128,-6,1015,19,none
10,-224,16,986,19,none
11,-226,66,966,19,none
12,24,162,1002,19,none
13,-35,178,1041,19,none
14,21,244,956,19,none
15,105,372,719,19,none
16,23,321,1003,19,none
17,-24,356,892,19,none
18,-86,375,758,19,none
19,-195,295,932,19,none
20,-120,285,892,19,none
21,-345,182,930,19,none
22,-154,328,843,19,none
23,-206,282,1018,19,none
24,-199,288,731,19,none
25,-331,136,976,19,none
1,-15,209,887,20,none
2,-15,209,887,20,none
3,91,163,1061,20,none
4,206,172,952,20,none
5,-15,143,907,20,none
6,178,199,840,20,none
7,170,126,833,20,none
8,44,49,1033,20,none
9,105,-4,980,20,none
10,-202,-58,1066,20,none
11,69,31,976,20,none
12,-92,26,962,20,none
13,252,110,907,20,none
14,146,79,939,20,none
15,126,59,988,20,none
16,38,62,961,20,none
17,264,167,806,20,none
18,159,44,1096,20,none
19,144,109,954,20,none
20,178,106,974,20,none
21,98,97,950,20,none
22,300,133,904,20,none
23,237,131,864,20,none
24,307,120,960,20,none
25,317,161,913,20,none
1,117,44,950,21,none
2,94,21,1015,21,none
3,21,31,961,21,none
4,57,53,958,21,none
5,-156,-24,992,21,none
6,-31,-35,962,21,none
7,-81,-8,946,21,none
8,-106,4,839,21,none
9,-233,-97,995,21,none
10,-250,-77,917,21,none
11,-94,-64,935,21,none
12,-121,-28,1003,21,none
13,-30,-20,967,21,none
14,-66,21,934,21,none
15,-171,-21,920,21,none
16,-185,-65,932,21,none
17,-260,-58,948,21,none
18,-123,-99,1055,21,none
19,-159,-8,867,21,none
20,5,43,973,21,none
21,82,70,913,21,none
22,238,138,952,21,none
23,183,99,958,21,none
24,138,117,888,21,none
25,293,149,895,21,none
1,393,186,945,22,none
2,483,240,743,22,none
3,492,217,911,22,none
4,124,114,919,22,none
5,217,57,1016,22,none
6,63,72,870,22,none
7,37,23,953,22,none
8,-272,-101,1043,22,none
9,-90,-114,1018,22,none
10,-139,-82,948,22,none
11,167,66,935,22,none
12,327,124,932,22,none
13,277,113,877,22,none
14,248,112,911,22,none
15,-2,34,939,22,none
16,-67,-27,863,22,none
17,-258,-135,1009,22,none
18,-253,-187,945,22,none
19,-314,-217,1053,22,none
20,176,22,772,22,none
21,286,62,1014,22,none
22,248,75,871,22,none
23,359,111,862,22,none
24,190,27,985,22,none
25,276,114,810,22,none
1,-18,0,857,23,none
2,-382,-206,1027,23,none
3,-159,-184,1174,23,none
4,-149,-81,893,23,none
5,89,21,911,23,none
6,428,126,850,23,none
7,535,120,1016,23,none
8,384,110,892,23,none
9,357,126,881,23,none
10,132,14,816,23,none
11,-71,-104,1000,23,none
12,-45,-110,971,23,none
13,-197,-141,1027,23,none
14,-141,-85,1038,23,none
15,102,-22,994,23,none
16,61,-43,871,23,none
17,-67,-113,971,23,none
18,-331,-214,976,23,none
19,-82,-128,953,23,none
20,-153,-54,881,23,none
21,-171,-65,943,23,none
22,-334,-193,973,23,none
23,-168,-44,861,23,none
24,-228,-174,983,23,none
25,-428,-182,930,23,none
1,-281,-92,873,24,none
2,-245,-48,848,24,none
3,-358,-75,911,24,none
4,-254,-94,983,24,none
5,-163,-82,982,24,none
6,3,102,847,24,none
7,17,83,959,24,none
8,-295,-10,1006,24,none
9,-168,4,963,24,none
10,-41,73,927,24,none
11,-63,61,932,24,none
12,-80,5,966,24,none
13,-75,-31,1120,24,none
14,113,70,1054,24,none
15,-45,17,917,24,none
16,10,-27,1069,24,none
17,5,33,915,24,none
18,82,-5,1071,24,none
19,-104,-40,977,24,none
20,8,34,940,24,none
21,203,97,896,24,none
22,-77,-51,979,24,none
23,85,22,897,24,none
24,72,32,783,24,none
25,-40,-148,1122,24,none
1,6,-92,960,25,none
2,6,-92,960,25,none
3,3,-111,975,25,none
4,1,-87,950,25,none
5,7,-85,972,25,none
6,1,-91,966,25,none
7,15,-73,969,25,none
8,-6,-87,951,25,none
9,-47,-75,926,25,none
10,-19,-98,955,25,none
11,3,-76,984,25,none
12,0,-74,975,25,none
13,-12,-98,957,25,none
14,33,-76,950,25,none
15,-57,-130,932,25,none
16,-58,-106,954,25,none
17,-43,-129,921,25,none
18,-112,-137,956,25,none
19,-114,-122,932,25,none
20,-112,-105,859,25,none
21,-65,-113,986,25,none
22,-82,-143,853,25,none
23,4,-117,922,25,none
24,-16,-44,965,25,none
25,-2,-86,970,25,none
1,10,-94,963,26,none
2,-17,-82,945,26,none
3,6,-58,972,26,none
4,-35,-59,946,26,none
5,-21,-98,964,26,none
6,-82,-102,972,26,none
7,-135,-128,938,26,none
8,-133,-111,1016,26,none
9,-112,-110,877,26,none
10,-76,-151,1022,26,none
11,-141,-122,894,26,none
12,-308,34,774,26,none
13,-124,63,895,26,none
14,-10,-9,990,26,none
15,-14,-13,967,26,none
16,-42,18,987,26,none
17,-56,3,1031,26,none
18,-153,20,924,26,none
19,-242,-19,901,26,none
20,-231,-33,862,26,none
21,-314,-62,915,26,none
22,-235,-43,899,26,none
23,-239,-38,940,26,none
24,-233,-64,944,26,none
25,-225,-40,942,26,none
1,-285,73,921,27,none
2,-284,74,924,27,none
3,-296,72,928,27,none
4,-285,92,922,27,none
5,-285,74,925,27,none
6,-284,74,923,27,none
7,-284,75,923,27,none
8,-298,75,924,27,none
9,-284,74,924,27,none
10,-286,75,922,27,none
11,-284,74,923,27,none
12,-284,74,925,27,none
13,-288,74,923,27,none
14,-297,75,924,27,none
15,-286,75,924,27,none
16,-284,75,923,27,none
17,-285,74,923,27,none
18,-299,73,922,27,none
19,-298,76,924,27,none
20,-284,76,922,27,none
21,-299,76,923,27,none
22,-285,92,924,27,none
23,-298,74,924,27,none
24,-299,74,922,27,none
25,-284,76,922,27,none
1,204,70,918,28,none
2,226,68,945,28,none
3,196,79,954,28,none
4,196,81,946,28,none
5,205,84,957,28,none
6,201,75,945,28,none
7,177,76,959,28,none
8,191,94,945,28,none
9,190,96,946,28,none
10,186,85,946,28,none
11,167,89,959,28,none
12,167,86,947,28,none
13,166,90,945,28,none
14,163,109,948,28,none
15,175,109,945,28,none
16,175,111,946,28,none
17,175,112,946,28,none
18,175,113,946,28,none
19,132,111,944,28,none
20,148,114,948,28,none
21,168,100,946,28,none
22,171,102,947,28,none
23,153,100,945,28,none
24,153,102,947,28,none
25,169,100,959,28,none
1,160,102,969,29,none
2,160,102,969,29,none
3,159,111,970,29,none
4,162,100,956,29,none
5,16,117,913,29,none
6,112,104,902,29,none
7,150,85,973,29,none
8,139,96,931,29,none
9,101,38,1000,29,none
10,106,63,969,29,none
11,95,50,948,29,none
12,133,37,974,29,none
13,107,11,950,29,none
14,119,-1,978,29,none
15,111,7,944,29,none
16,107,20,970,29,none
17,130,16,972,29,none
18,122,-3,970,29,none
19,123,21,957,29,none
20,90,6,971,29,none
21,114,-2,947,29,none
22,142,12,950,29,none
23,134,19,987,29,none
24,107,-2,971,29,none
25,135,9,951,29,none
1,307,124,879,30,none
2,257,114,928,30,none
3,343,149,904,30,none
4,308,155,918,30,none
5,339,146,924,30,none
6,370,159,907,30,none
7,372,146,908,30,none
8,363,157,913,30,none
9,364,156,910,30,none
10,395,160,910,30,none
11,389,156,897,30,none
12,389,154,908,30,none
13,370,121,833,30,none
14,308,119,904,30,none
15,280,127,943,30,none
16,293,127,943,30,none
17,240,105,899,30,none
18,246,110,953,30,none
19,177,90,950,30,none
20,204,91,945,30,none
21,264,93,927,30,none
22,135,85,941,30,none
23,105,94,947,30,none
24,92,94,963,30,none
25,111,75,971,30,none
